,Student ID,# Logins,# Content Reads,# Forum Reads,# Forum Posts,# Quiz Reviews before submission,Assignment 1 lateness indicator,Assignment 2 lateness indicator,Assignment 3 lateness indicator,Assignment 1 duration to submit (in hours),Assignment 2 duration to submit (in hours),Assignment 3 duration to submit (in hours),Average time to submit assignment (in hours),Engagement Level,Quiz01 [10],Assignment01 [8],Midterm Exam [20],Assignment02 [12],Assignment03 [25],Final Exam [35],Course Grade,Total [100],Class
418,student000418,33,159,0,0,0,0,0,0,362.35,270.4833333,319.6333333,317.4888889,L,0,56,68,70,58,51,59,59,W
419,student000419,91,262,0,0,2,0,0,0,331.3666667,246.8833333,269.9166667,282.72222220000003,L,75,93,83,84,90,70,88,89,G
420,student000420,96,365,0,0,3,0,0,0,301.3333333,226.1166667,295.5,274.3166667,L,70,85,63,81,77,73,81,81,G
421,student000421,106,276,11,0,5,0,0,0,124.33333329999999,32.21666667,55.03333333,70.52777778,H,90,93,88,89,81,74,91,91,G
422,student000422,53,431,0,0,0,0,0,0,137.25,45.68333333,70.05,84.32777778,H,75,88,83,83,95,77,92,92,G
423,student000423,69,374,2,2,2,0,0,0,157.6,66.63333333,88.16666667,104.1333333,H,85,94,93,91,92,89,99,100,G
424,student000424,56,218,0,0,0,0,0,0,140.33333330000002,48.83333333,107.51666670000002,98.89444444,H,70,71,83,81,80,71,84,84,G
425,student000425,69,255,0,0,1,0,0,0,333.3333333,243.8666667,267.35,281.5166667,L,70,58,40,31,34,29,42,42,W
426,student000426,123,359,0,0,2,0,0,0,124.4,21.45,45.3,63.71666667,H,75,80,85,84,87,81,91,91,G
427,student000427,138,186,0,0,1,0,0,0,156.18333330000002,62.41666667,91.85,103.4833333,H,70,89,83,76,91,71,88,87,G
428,student000428,121,442,0,0,1,0,0,0,146.9666667,54.71666667,77.15,92.94444444,H,70,15,80,18,52,66,62,62,G
429,student000429,67,230,0,0,1,0,0,0,181.33333330000002,83.95,283.4333333,182.90555559999999,H,80,76,78,88,82,70,85,85,G
430,student000430,93,210,11,0,2,0,0,0,178.4833333,89.43333333,113.7,127.20555559999998,H,100,86,78,83,92,73,91,91,G
431,student000431,77,390,0,0,10,0,0,0,133.55,64.03333333,61.15,86.24444444,H,85,83,88,83,91,83,94,95,G
432,student000432,98,179,11,0,2,0,0,0,153.7833333,75.11666667,87.98333333,105.62777779999999,H,85,64,75,62,88,83,87,87,G
433,student000433,58,118,0,0,0,0,0,0,195.2333333,103.6166667,127.38333329999999,142.0777778,H,75,83,75,87,82,84,90,89,G
434,student000434,100,330,0,0,3,0,0,0,109.45,29.68333333,41.48333333,60.20555556,H,85,91,83,94,92,64,89,89,G
435,student000435,49,196,42,0,2,0,0,0,126.1,51.81666667,124.25,100.7222222,H,75,63,73,74,87,47,74,74,G
436,student000436,66,291,0,0,4,0,0,0,301.28333330000004,211.6,235.4833333,249.4555556,L,80,46,55,80,63,61,69,69,G
437,student000437,54,287,0,0,2,0,0,0,158.2666667,63.16666667,90.85,104.0944444,H,80,74,68,66,51,63,70,70,G
438,student000438,42,584,2,0,4,0,0,0,335.4833333,266.1333333,264.9833333,288.8666667,L,90,48,70,45,84,63,75,75,G
439,student000439,98,288,0,0,2,0,0,0,309.5666667,224.1333333,243.2,258.96666669999996,L,95,91,70,86,86,44,78,78,G
440,student000440,226,486,2,1,5,0,0,0,151.9833333,66.46666667,84.85,101.1,H,70,83,83,75,83,80,88,88,G
441,student000441,53,206,0,0,2,0,0,0,177.2333333,91.13333333,124.63333329999999,131.0,H,90,81,80,81,77,50,78,78,G
442,student000442,78,214,5,0,1,0,0,0,249.18333330000002,153.55,223.7833333,208.8388889,L,85,94,90,87,88,76,93,93,G
443,student000443,51,322,0,0,0,0,0,0,132.4,37.5,71.08333333,80.32777778,H,75,70,85,78,86,76,87,88,G
444,student000444,92,239,0,0,1,0,0,0,304.28333330000004,211.56666669999998,235.8833333,250.5777778,L,80,68,85,78,80,79,87,87,G
445,student000445,46,188,0,0,0,0,0,0,339.28333330000004,246.35,272.6833333,286.10555560000006,L,85,81,0,74,85,60,66,66,G
446,student000446,78,320,0,0,1,0,0,0,125.51666670000002,34.85,59.93333333,73.43333333,H,85,80,85,84,77,84,91,91,G
447,student000447,24,111,0,0,3,0,1,0,323.7333333,296.0,224.75,281.49444439999996,L,70,61,53,0,74,50,58,58,W
448,student000448,96,342,0,0,2,0,0,0,314.6166667,223.31666669999998,246.55,261.4944444,L,15,59,85,86,82,67,77,77,G
449,student000449,83,415,0,0,1,0,0,0,297.71666669999996,209.45,234.15,247.10555559999997,L,80,74,50,77,88,33,67,67,G
450,student000450,180,273,0,0,5,0,0,0,308.35,181.2166667,215.1,234.88888889999998,L,85,88,88,87,93,70,91,91,G
451,student000451,59,258,0,0,0,0,0,0,302.4833333,212.1,245.6,253.39444440000003,L,100,70,75,83,94,66,87,87,G
452,student000452,58,264,0,0,2,0,0,0,312.3833333,208.3666667,229.6333333,250.1277778,L,90,77,83,88,93,79,93,93,G
453,student000453,123,347,0,0,4,0,0,0,293.6,212.1,254.45,253.3833333,L,70,74,73,83,82,69,82,82,G
454,student000454,105,196,0,0,2,0,0,0,191.2666667,89.56666667,122.75,134.52777780000002,H,75,84,80,86,85,64,84,84,G
455,student000455,75,228,0,0,1,0,0,0,161.41666669999998,67.08333333,91.31666667,106.60555559999999,H,70,72,90,67,74,83,86,86,G
456,student000456,33,165,0,0,3,0,0,0,304.35,192.56666669999998,212.2,236.3722222,L,70,66,83,81,85,49,77,77,G
457,student000457,69,245,9,0,3,0,0,0,161.35,71.96666667,95.46666667,109.59444440000001,H,65,74,83,90,93,51,81,81,G
458,student000458,69,227,0,0,2,0,0,0,304.3833333,197.7166667,223.1166667,241.7388889,L,100,79,83,73,81,64,84,84,G
459,student000459,86,165,0,0,1,0,0,0,325.4166667,243.06666669999998,266.1166667,278.2,L,75,88,70,51,73,41,67,67,G
460,student000460,39,171,1,1,2,0,0,0,332.8666667,224.31666669999998,264.7666667,273.9833333,L,70,62,45,66,73,36,60,60,G
461,student000461,141,223,0,0,0,0,0,0,107.61666670000001,16.03333333,38.98333333,54.21111111,H,70,87,83,85,88,64,85,85,G
462,student000462,60,330,0,0,1,0,0,0,307.0666667,201.2833333,207.05,238.4666667,L,85,92,63,89,84,59,81,81,G
463,student000463,85,82,0,0,0,0,0,0,194.91666669999998,102.58333329999999,127.78333329999998,141.7611111,H,85,79,80,82,84,44,77,77,G
464,student000464,138,297,0,0,5,0,0,0,307.2333333,215.33333330000002,239.41666669999998,253.99444440000002,L,70,83,73,92,96,69,87,87,G
465,student000465,66,153,0,0,4,0,0,0,115.63333329999999,32.43333333,51.13333333,66.4,H,85,81,85,68,81,73,86,86,G
466,student000466,55,206,0,0,1,0,0,0,160.31666669999998,38.7,89.38333333,96.13333333,H,90,87,85,88,92,57,86,86,G
467,student000467,130,543,0,0,2,0,0,0,137.8,41.26666667,72.16666667,83.74444444,H,90,89,93,89,92,59,89,89,G
468,student000468,55,315,32,0,3,0,0,0,329.3333333,266.2333333,437.9333333000001,344.5,L,85,98,70,67,48,50,68,68,G
469,student000469,0,180,0,0,0,0,0,0,277.35,211.2166667,232.2666667,240.2777778,L,70,38,63,73,80,31,62,62,G
470,student000470,111,399,0,0,7,0,0,0,275.45,182.83333330000002,205.3833333,221.2222222,L,80,83,88,94,90,83,95,95,G
471,student000471,170,425,51,2,3,0,0,0,182.66666669999998,103.8166667,124.43333329999999,136.97222219999998,H,80,84,83,85,82,64,84,84,G
472,student000472,62,194,0,0,3,0,0,0,312.8833333,196.4666667,219.0166667,242.7888889,L,65,69,70,79,70,36,66,66,G
473,student000473,102,369,0,0,2,0,0,0,302.65,181.5333333,209.75,231.3111111,L,90,76,75,72,92,69,86,86,G
474,student000474,102,315,0,0,3,0,0,0,160.9,75.58333333,267.6166667,168.0333333,H,65,73,73,86,88,60,80,80,G
475,student000475,61,100,0,0,0,0,0,1,307.5166667,196.3,632.0,378.60555560000006,L,80,46,78,79,63,57,72,72,G
476,student000476,117,494,0,0,2,0,0,0,155.8833333,64.55,88.56666667,103.0,H,75,84,73,82,86,47,76,77,G
477,student000477,152,293,0,0,3,0,0,0,305.21666669999996,214.93333330000002,233.95,251.3666667,L,75,83,70,91,95,54,82,82,G
478,student000478,86,239,0,0,0,0,0,0,124.1,31.86666667,55.63333333,70.53333333,H,70,95,83,88,84,63,85,85,G
479,student000479,141,385,0,0,2,0,0,0,162.6,69.15,94.81666667,108.85555559999999,H,80,78,85,91,90,70,89,89,G
480,student000480,105,188,0,0,3,0,0,0,137.93333330000002,49.33333333,74.63333333,87.3,H,80,69,85,84,92,79,91,91,G
481,student000481,98,281,0,0,1,0,0,0,175.2,89.96666667,109.26666670000002,124.8111111,H,90,85,93,87,81,77,92,92,G
482,student000482,85,258,1,0,2,0,0,0,127.63333329999999,58.78333333,80.55,88.98888889,H,80,68,93,70,83,83,90,90,G
483,student000483,99,206,0,0,6,0,0,0,177.85,185.4,220.2166667,194.4888889,L,80,86,93,95,90,83,96,96,G
484,student000484,51,158,0,0,2,0,0,0,125.9,32.45,44.46666667,67.60555556,H,75,68,80,76,88,50,78,78,G
485,student000485,89,289,0,0,0,0,0,0,313.1833333,214.7666667,235.3666667,254.4388889,L,85,81,88,86,96,60,88,88,G
